0	50
1	4
2	26
3	77
4	55
5	8
6	90
7	25
8	24
9	57
10	29
11	9
12	79
13	44
14	9
15	49
16	35
17	24
18	58
19	40
20	7
21	55
22	53
23	3
24	43
25	26
26	5
27	29
28	43
29	11
30	32
31	26
32	10
33	62
34	28
35	11
36	70
37	23
38	2
39	9
40	34
41	22
42	34
43	34
44	10
45	50
46	26
47	3
48	39
49	16
50	3
51	40
52	13
53	3
54	20
55	20
56	10
57	23
58	24
59	4
60	18
61	32
62	2
63	17
64	31
65	0
66	24
67	36
68	7
69	20
70	25
71	6
72	14
73	30
74	10
75	23
76	33
77	8
78	13
79	18
80	2
81	10
82	5
83	4
84	16
85	26
86	1
87	17
88	13
89	1
90	9
91	10
92	2
93	12
94	15
95	7
96	23
97	18
98	11
99	15
100	12
101	5
102	7
103	11
104	1
105	2
106	18
107	5
108	11
109	19
110	2
111	3
112	15
113	2
114	26
115	22
116	0
117	9
118	15
119	3
120	8
121	28
122	1
123	5
124	11
125	8
126	8
127	1
128	1
129	12
130	9
131	2
132	8
133	14
134	0
135	15
136	5
137	0
138	18
139	4
140	2
141	7
142	6
143	2
144	1
145	2
146	3
147	3
148	18
149	5
150	11
151	7
152	6
153	8
154	15
155	0
156	3
157	3
158	2
159	5
160	3
161	4
162	0
163	1
164	4
165	1
166	2
167	11
168	5
169	4
170	2
171	3
172	35
173	0
174	1
175	7
176	0
177	3
178	5
179	0
180	4
181	2
182	0
183	3
184	10
185	0
186	1
187	5
188	0
189	9
190	3
191	0
192	0
193	4
194	1
195	5
196	0
197	0
198	17
199	1
200	0
201	9
202	0
203	0
204	0
205	12
206	0
207	4
208	2
209	0
210	1
211	0
212	0
213	3
214	4
215	0
216	2
217	3
218	0
219	1
220	1
221	2
222	1
223	2
224	3
225	4
226	2
227	2
228	1
229	1
230	0
231	2
232	1
233	0
234	5
235	0
236	1
237	0
238	2
239	0
240	1
241	0
242	0
243	0
244	0
245	1
246	1
247	2
248	0
249	0
250	1
251	0
252	4
253	0
254	0
255	0
256	0
257	0
258	1
259	0
260	1
261	0
262	2
263	0
264	0
265	0
266	0
267	2
268	3
269	0
270	6
271	0
272	0
273	0
274	0
275	0
276	0
277	1
278	0
279	0
280	1
281	0
282	0
283	1
284	0
285	1
286	8
287	0
288	0
289	7
290	0
291	0
292	0
293	0
294	0
295	0
296	2
297	1
298	0
299	0
300	0
301	0
302	1
303	0
304	0
305	1
306	1
307	4
308	0
309	1
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	3
319	0
320	0
321	0
322	0
323	3
324	0
325	0
326	0
327	2
328	1
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	1
338	0
339	1
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	3
353	0
354	0
355	0
356	0
357	0
358	2
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	1
373	0
374	0
375	0
376	0
377	0
378	0
379	1
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	1
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	2
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	1
439	0
440	0
441	0
442	0
443	0
444	0
445	1
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	1
458	0
459	0
460	0
461	0
462	0
463	6
464	0
465	0
466	0
467	0
468	1
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	2
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	2
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	1
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
